node_id,round,time_s,acc
0,1,4.817068815,72.520000000
0,2,5.170559168,76.850000000
0,3,5.517373562,73.990000000
0,4,5.870363951,66.900000000
0,5,6.232779264,71.520000000
0,6,6.584174156,71.240000000
0,7,6.939718246,74.330000000
0,8,7.299065113,74.940000000
0,9,7.647504568,78.130000000
0,10,7.990877867,76.560000000
0,11,8.342564821,76.830000000
0,12,8.692449570,81.290000000
0,13,9.046768904,81.690000000
0,14,9.406688690,81.900000000
0,15,9.761462688,83.140000000
0,16,10.106113195,83.660000000
0,17,10.454491377,84.370000000
0,18,10.798889160,83.680000000
0,19,11.144931078,84.740000000
0,20,11.527287960,85.750000000
0,21,11.883657932,87.840000000
0,22,12.237658501,88.780000000
0,23,12.638288975,88.750000000
0,24,12.987535954,85.980000000
0,25,13.333725929,85.160000000
0,26,13.695739269,89.580000000
0,27,14.041493416,89.000000000
0,28,14.391783953,88.100000000
0,29,14.738022566,90.210000000
0,30,15.086892843,89.590000000
0,31,15.451937914,89.890000000
0,32,15.799260378,89.500000000
0,33,16.163424492,89.680000000
0,34,16.514276743,85.810000000
0,35,16.877702951,91.020000000
0,36,17.235424280,88.480000000
0,37,17.590651035,88.650000000
0,38,17.949448586,89.210000000
0,39,18.297331572,88.280000000
0,40,18.653993368,91.540000000
0,41,18.996945143,85.180000000
0,42,19.345726490,88.920000000
0,43,19.704765558,90.570000000
0,44,20.055496454,89.050000000
0,45,20.401459694,89.650000000
0,46,20.754078865,89.940000000
0,47,21.129826307,87.880000000
0,48,21.475310564,90.840000000
0,49,21.824957609,89.630000000
0,50,22.169368029,87.820000000
0,51,22.530492306,90.940000000
0,52,22.879770279,91.420000000
0,53,23.234973192,90.440000000
0,54,23.582890987,91.290000000
0,55,23.926553249,91.190000000
0,56,24.288209200,89.460000000
0,57,24.640375376,86.500000000
0,58,24.984868288,91.120000000
0,59,25.333982706,89.760000000
0,60,25.727477789,87.300000000
0,61,26.078191519,91.000000000
0,62,26.427756071,90.670000000
0,63,26.774450302,89.960000000
0,64,27.131889105,91.470000000
0,65,27.491672516,89.400000000
0,66,27.838764429,89.980000000
0,67,28.191221237,89.980000000
0,68,28.543642521,89.630000000
0,69,28.890052319,91.220000000
0,70,29.249725819,90.900000000
0,71,29.609960794,91.360000000
0,72,29.966894865,90.740000000
0,73,30.331612587,91.440000000
0,74,30.686110973,91.690000000
0,75,31.039500952,91.830000000
0,76,31.390492678,89.950000000
0,77,31.748110533,88.690000000
0,78,32.114555359,91.150000000
0,79,32.471537352,92.170000000
0,80,32.824541569,88.400000000
0,81,33.176863909,89.630000000
0,82,33.522187948,88.230000000
0,83,33.874416351,91.710000000
0,84,34.237089396,91.360000000
0,85,34.610443592,91.790000000
0,86,34.960283995,90.800000000
0,87,35.323050737,91.340000000
0,88,35.682540894,91.790000000
0,89,36.063202381,91.270000000
0,90,36.456038237,92.180000000
0,91,36.808407307,91.460000000
0,92,37.154395103,92.240000000
0,93,37.508679152,90.530000000
0,94,37.868556023,90.990000000
0,95,38.220877409,88.580000000
0,96,38.579651594,91.030000000
0,97,38.967905521,90.970000000
0,98,39.325046062,91.700000000
0,99,39.684830666,91.590000000
0,100,40.050510406,89.480000000
0,101,40.402281761,92.510000000
0,102,40.754327536,92.030000000
0,103,41.102252007,91.470000000
0,104,41.464727402,89.290000000
0,105,41.826416016,91.180000000
0,106,42.172208309,90.200000000
0,107,42.543854237,91.320000000
0,108,42.908914089,88.220000000
0,109,43.263726711,88.320000000
0,110,43.643939734,89.270000000
0,111,43.999544621,91.190000000
0,112,44.349670410,91.810000000
0,113,44.697570801,90.130000000
0,114,45.049689293,92.850000000
0,115,45.394693851,91.740000000
0,116,45.756520748,88.660000000
0,117,46.115927935,90.040000000
0,118,46.461170673,89.390000000
0,119,46.813480854,90.520000000
0,120,47.163461208,92.460000000
0,121,47.540212870,88.980000000
0,122,47.903214931,90.550000000
0,123,48.248626709,91.570000000
0,124,48.635850430,91.140000000
0,125,48.998124361,91.170000000
0,126,49.359385490,88.250000000
0,127,49.712673426,91.150000000
0,128,50.076835871,90.600000000
0,129,50.431288004,89.020000000
0,130,50.784349203,90.120000000
0,131,51.134689808,90.160000000
0,132,51.491871119,90.010000000
0,133,51.839622736,91.350000000
0,134,52.193439484,92.980000000
0,135,52.554026365,90.620000000
0,136,52.923482895,91.500000000
0,137,53.283583403,90.970000000
0,138,53.657685041,91.490000000
0,139,54.028537989,91.590000000
0,140,54.418372393,92.000000000
0,141,54.772462606,87.690000000
0,142,55.138998270,88.150000000
0,143,55.528233290,91.110000000
0,144,55.889259338,90.630000000
0,145,56.239259720,92.760000000
0,146,56.593539238,91.840000000
0,147,56.952595711,87.310000000
0,148,57.300537586,90.430000000
0,149,57.656604528,91.670000000
0,150,58.012732267,90.980000000
0,151,58.362461090,91.110000000
0,152,58.708393097,92.300000000
0,153,59.064038277,92.010000000
0,154,59.432146072,90.630000000
0,155,59.798026085,91.680000000
0,156,60.150286198,92.250000000
0,157,60.508752823,91.830000000
0,158,60.850049973,90.710000000
0,159,61.199073315,90.670000000
0,160,61.553857565,89.330000000
0,161,61.911753178,88.210000000
0,162,62.276887894,89.090000000
0,163,62.620683432,92.080000000
0,164,62.973128557,91.280000000
0,165,63.380925655,91.850000000
0,166,63.729194880,92.900000000
0,167,64.100357771,87.210000000
0,168,64.472867966,89.150000000
0,169,64.828571796,89.720000000
0,170,65.179048777,90.310000000
0,171,65.526599646,89.730000000
0,172,65.877944469,89.740000000
0,173,66.260818005,91.010000000
0,174,66.627684355,92.040000000
0,175,66.985879183,92.060000000
0,176,67.344055653,91.020000000
0,177,67.691699743,93.150000000
0,178,68.038759470,91.880000000
0,179,68.405870438,91.810000000
0,180,68.762485743,90.540000000
0,181,69.106725931,91.530000000
0,182,69.470698357,92.260000000
0,183,69.825919867,87.560000000
0,184,70.179249525,89.140000000
0,185,70.529465199,90.990000000
0,186,70.883682966,89.050000000
0,187,71.231697083,91.620000000
0,188,71.580007076,91.370000000
0,189,71.932759523,92.230000000
0,190,72.294736624,90.390000000
0,191,72.641676426,90.060000000
0,192,72.996765614,89.180000000
0,193,73.366535425,92.240000000
0,194,73.723433733,91.640000000
0,195,74.068407774,91.290000000
0,196,74.416322470,90.620000000
0,197,74.765485287,91.070000000
0,198,75.116624832,90.830000000
0,199,75.473344326,93.770000000
0,200,75.816441774,92.670000000
0,201,76.165117741,88.290000000
0,202,76.513921261,92.440000000
0,203,76.861794949,90.860000000
0,204,77.211636066,91.530000000
0,205,77.557866335,91.370000000
0,206,77.915761948,89.070000000
0,207,78.280920744,91.150000000
0,208,78.634359121,92.710000000
0,209,78.999953747,91.880000000
0,210,79.346814871,89.510000000
0,211,79.699754238,91.960000000
0,212,80.046834469,90.760000000
0,213,80.400703669,91.390000000
0,214,80.760932684,90.820000000
0,215,81.113301516,92.050000000
0,216,81.465080261,91.010000000
0,217,81.815531731,88.830000000
0,218,82.182130337,93.080000000
0,219,82.539043665,88.750000000
0,220,82.891478300,91.140000000
0,221,83.237818480,91.050000000
0,222,83.592758894,91.470000000
0,223,83.960422277,92.520000000
0,224,84.307959080,90.510000000
0,225,84.681192160,90.640000000
0,226,85.041169643,88.370000000
0,227,85.402857542,88.380000000
0,228,85.768024445,90.390000000
0,229,86.120257139,91.480000000
0,230,86.467964411,89.680000000
0,231,86.839795589,91.740000000
0,232,87.202452660,91.590000000
0,233,87.549468756,91.740000000
0,234,87.949159861,91.100000000
0,235,88.298968315,91.610000000
0,236,88.647897243,90.570000000
0,237,89.003572702,92.700000000
0,238,89.364360332,91.120000000
0,239,89.714820385,90.340000000
0,240,90.070253611,90.140000000
0,241,90.435964108,90.020000000
0,242,90.821425676,88.470000000
0,243,91.178572178,87.780000000
0,244,91.523623705,89.200000000
0,245,91.877460241,92.310000000
0,246,92.229965210,90.270000000
0,247,92.593570948,90.300000000
0,248,92.935685396,90.530000000
0,249,93.287638903,90.140000000
0,250,93.637685537,90.510000000
0,251,93.990857124,91.020000000
0,252,94.338621616,90.640000000
0,253,94.683868885,92.180000000
0,254,95.031228065,86.740000000
0,255,95.381453753,92.530000000
0,256,95.727311850,92.710000000
0,257,96.080650330,92.190000000
0,258,96.428510427,92.170000000
0,259,96.787395000,91.400000000
0,260,97.135683298,92.200000000
0,261,97.491861105,90.570000000
0,262,97.846745253,90.200000000
0,263,98.198339462,92.280000000
0,264,98.552941799,90.170000000
0,265,98.912722588,90.970000000
0,266,99.256390333,90.740000000
0,267,99.613290071,90.740000000
0,268,99.962688923,91.970000000
0,269,100.311807632,90.850000000
0,270,100.657262802,91.180000000
0,271,101.007263660,92.720000000
0,272,101.364033222,91.360000000
0,273,101.711444378,90.690000000
0,274,102.057985067,90.450000000
0,275,102.411288500,91.990000000
0,276,102.757170916,90.030000000
0,277,103.117031813,92.430000000
0,278,103.470535755,90.630000000
0,279,103.814513445,85.970000000
0,280,104.174243212,90.210000000
0,281,104.532133341,92.730000000
0,282,104.893577814,89.540000000
0,283,105.255873919,92.160000000
0,284,105.609520435,91.710000000
0,285,105.967085838,91.680000000
0,286,106.325738192,90.210000000
0,287,106.671562672,89.610000000
0,288,107.017068624,91.640000000
0,289,107.381581068,90.660000000
0,290,107.730554342,90.730000000
0,291,108.086915493,89.230000000
0,292,108.435516357,90.640000000
0,293,108.790160179,90.390000000
0,294,109.152443171,89.060000000
0,295,109.499315739,91.100000000
0,296,109.846023560,91.710000000
0,297,110.198283195,90.360000000
0,298,110.556082010,91.300000000
0,299,110.900583982,91.310000000
0,300,111.245725155,89.300000000
0,301,111.594791889,91.980000000
0,302,111.948147535,91.340000000
0,303,112.295907736,89.550000000
0,304,112.657184362,91.570000000
0,305,113.013169765,91.830000000
0,306,113.372971296,90.930000000
0,307,113.723721981,89.880000000
0,308,114.078150749,88.680000000
0,309,114.449278116,90.560000000
0,310,114.797842264,90.670000000
0,311,115.154631138,90.610000000
0,312,115.507109880,91.380000000
0,313,115.869354725,91.380000000
0,314,116.218338728,89.000000000
0,315,116.585041046,92.170000000
0,316,116.940741301,90.040000000
0,317,117.291035891,91.140000000
0,318,117.652072430,91.140000000
0,319,118.008813143,90.740000000
0,320,118.368287325,91.910000000
0,321,118.739149570,89.930000000
0,322,119.092406511,91.870000000
0,323,119.448378801,89.810000000
0,324,119.792749405,92.550000000
0,325,120.151927948,91.330000000
0,326,120.506449938,88.740000000
0,327,120.860805035,88.990000000
0,328,121.217769384,89.480000000
0,329,121.579964638,91.950000000
0,330,121.933248758,92.320000000
0,331,122.299979687,91.620000000
0,332,122.651764631,87.450000000
0,333,123.008179426,91.210000000
0,334,123.362373114,88.530000000
0,335,123.728388786,90.850000000
0,336,124.075942755,92.680000000
0,337,124.451305389,90.890000000
0,338,124.805022478,85.420000000
0,339,125.157026052,92.710000000
0,340,125.500349522,90.520000000
0,341,125.868353844,91.430000000
0,342,126.232458353,89.310000000
0,343,126.580672026,90.160000000
0,344,126.941970110,90.460000000
0,345,127.297504663,89.970000000
0,346,127.659207106,88.090000000
0,347,128.004520416,89.170000000
0,348,128.353967905,89.820000000
0,349,128.723037720,88.540000000
0,350,129.084898710,91.720000000
0,351,129.445661545,89.100000000
0,352,129.799505711,91.260000000
0,353,130.146859884,91.630000000
0,354,130.513891935,89.860000000
0,355,130.860394239,89.400000000
0,356,131.212367296,89.250000000
0,357,131.559355736,87.900000000
0,358,131.900922537,89.060000000
0,359,132.245524406,90.730000000
0,360,132.588309765,89.940000000
0,361,132.942976475,91.210000000
0,362,133.302820444,90.800000000
0,363,133.659221172,90.840000000
0,364,134.012610674,90.670000000
0,365,134.367224693,89.930000000
0,366,134.732578039,87.380000000
0,367,135.096299410,90.930000000
0,368,135.465236425,91.080000000
0,369,135.821086884,90.520000000
0,370,136.186753511,90.000000000
0,371,136.589289904,89.300000000
0,372,136.949304819,90.560000000
0,373,137.306192160,90.900000000
0,374,137.653104305,92.630000000
0,375,138.004440308,92.130000000
0,376,138.370090246,90.680000000
0,377,138.722328186,91.300000000
0,378,139.077347755,92.430000000
0,379,139.433112621,90.700000000
0,380,139.785020113,91.680000000
0,381,140.145139694,90.220000000
0,382,140.494733810,91.290000000
0,383,140.840329647,93.230000000
0,384,141.190516233,90.040000000
0,385,141.544080257,91.560000000
0,386,141.905535221,89.900000000
0,387,142.259062529,90.840000000
0,388,142.617599010,90.120000000
0,389,142.983161211,91.450000000
0,390,143.355332613,91.570000000
0,391,143.708258152,90.940000000
0,392,144.087133884,89.290000000
0,393,144.437641144,92.650000000
0,394,144.796168804,88.660000000
0,395,145.147643805,92.170000000
0,396,145.502177954,88.780000000
0,397,145.867528200,91.740000000
0,398,146.214248419,90.320000000
0,399,146.561290503,89.820000000
0,400,146.910269976,89.060000000
0,401,147.266543627,90.300000000
0,402,147.629439592,90.430000000
0,403,147.983924866,91.290000000
0,404,148.351218462,92.580000000
0,405,148.717487574,91.460000000
0,406,149.075931787,91.670000000
0,407,149.427128553,91.410000000
0,408,149.788571119,91.200000000
0,409,150.141406536,84.490000000
0,410,150.506034374,92.060000000
0,411,150.868068457,92.740000000
0,412,151.222813129,91.790000000
0,413,151.592140913,90.390000000
0,414,151.962282896,91.980000000
0,415,152.321962118,90.280000000
0,416,152.683376789,92.130000000
0,417,153.034110069,89.210000000
0,418,153.390755892,90.080000000
0,419,153.746428013,92.390000000
0,420,154.099386454,91.960000000
0,421,154.450910330,92.730000000
0,422,154.812828541,92.100000000
0,423,155.165566683,91.880000000
0,424,155.521252632,89.950000000
0,425,155.878092766,91.390000000
0,426,156.234843731,89.390000000
0,427,156.586320877,92.710000000
0,428,156.963315248,90.660000000
0,429,157.347798824,91.650000000
0,430,157.721292973,90.730000000
0,431,158.082822084,91.740000000
0,432,158.440691233,92.840000000
0,433,158.806975126,90.650000000
0,434,159.170419455,91.880000000
0,435,159.530960798,91.340000000
0,436,159.900518417,90.090000000
0,437,160.248662710,89.330000000
0,438,160.611615896,90.960000000
0,439,160.979018688,91.330000000
0,440,161.351630688,89.320000000
0,441,161.710100174,93.300000000
0,442,162.084652662,91.390000000
0,443,162.443779707,90.460000000
0,444,162.813402891,90.840000000
0,445,163.183259010,90.000000000
0,446,163.555213451,91.710000000
0,447,163.932697773,92.110000000
0,448,164.296770096,87.130000000
0,449,164.646699190,89.810000000
0,450,165.007213831,88.800000000
0,451,165.370501518,87.530000000
0,452,165.721848965,93.000000000
0,453,166.089307308,93.090000000
0,454,166.441526890,91.160000000
0,455,166.805774689,92.040000000
0,456,167.184522629,88.830000000
0,457,167.546575069,90.920000000
0,458,167.903547049,90.350000000
0,459,168.253775120,89.650000000
0,460,168.628963232,90.420000000
0,461,168.985847950,91.990000000
0,462,169.339850903,91.590000000
0,463,169.697845459,92.380000000
0,464,170.073136568,90.370000000
0,465,170.430010557,91.080000000
0,466,170.808536291,90.370000000
0,467,171.168627977,87.050000000
0,468,171.537701607,90.660000000
0,469,171.917650223,90.420000000
0,470,172.317980051,88.390000000
0,471,172.684443235,92.860000000
0,472,173.042313099,90.690000000
0,473,173.418915749,91.870000000
0,474,173.785861015,92.110000000
0,475,174.136561632,91.210000000
0,476,174.496484995,91.270000000
0,477,174.848273277,90.500000000
0,478,175.205251932,90.490000000
0,479,175.570539951,92.200000000
0,480,175.943752050,91.470000000
0,481,176.327377796,92.810000000
0,482,176.713753700,90.770000000
0,483,177.081908703,91.710000000
0,484,177.453166008,91.490000000
0,485,177.829966307,90.740000000
0,486,178.192324400,91.980000000
0,487,178.547769308,91.610000000
0,488,178.899577856,91.800000000
0,489,179.262367964,90.370000000
0,490,179.628739834,90.770000000
0,491,179.984047174,89.910000000
0,492,180.335842609,90.050000000
0,493,180.707381248,90.460000000
0,494,181.091474533,91.390000000
0,495,181.460629225,90.880000000
0,496,181.823863506,92.480000000
0,497,182.192788363,91.270000000
0,498,182.561015368,88.980000000
0,499,182.923427820,91.140000000
0,500,183.282116890,89.310000000
0,501,183.654155254,92.780000000
0,502,184.010318518,88.420000000
0,503,184.370639324,88.160000000
0,504,184.727023602,91.090000000
0,505,185.089624166,91.110000000
0,506,185.451169014,90.360000000
0,507,185.812469721,92.110000000
0,508,186.179813862,91.260000000
0,509,186.556730032,92.230000000
0,510,186.936492443,86.510000000
