node_id,round,time_s,loss
0,1,5.102980614,0.842841033
0,2,5.463522911,0.774256491
0,3,5.881618977,0.698849648
0,4,6.339073420,0.761175667
0,5,6.724357367,0.811060280
0,6,7.123720646,0.760975822
0,7,7.545977116,0.741697182
0,8,7.946274519,0.615608073
0,9,8.311169624,0.592670958
0,10,8.711281061,0.486538003
0,11,9.157299995,0.537365660
0,12,9.534640789,0.509037115
0,13,9.948642731,0.449537009
0,14,10.327966690,0.411258961
0,15,10.786787987,0.428254224
0,16,11.157907009,0.338499259
0,17,11.529308558,0.356179377
0,18,11.944849014,0.327228539
0,19,12.305986881,0.320692988
0,20,12.714908838,0.318222130
0,21,13.101568699,0.325546253
0,22,13.495931864,0.323142479
0,23,13.874144793,0.326123375
0,24,14.257738113,0.311286694
0,25,14.626184940,0.294726928
0,26,15.001915932,0.298740636
0,27,15.378684998,0.241296870
0,28,15.785842657,0.255265430
0,29,16.179050207,0.233074143
0,30,16.618783951,0.209650980
0,31,17.032426119,0.273925486
0,32,17.430783749,0.252755700
0,33,17.877701759,0.260221881
0,34,18.253848076,0.227263729
0,35,18.670237064,0.211167667
0,36,19.042074203,0.233714924
0,37,19.430771589,0.242811162
0,38,19.801224470,0.219837216
0,39,20.176756620,0.169740067
0,40,20.612548351,0.306121940
0,41,20.992080450,0.189921089
0,42,21.411210060,0.211463887
0,43,21.802058220,0.205942523
0,44,22.191285372,0.246685131
0,45,22.550908089,0.233962030
0,46,22.952724934,0.225050396
0,47,23.337007999,0.228725844
0,48,23.704725742,0.188328912
0,49,24.099524260,0.200494917
0,50,24.477926970,0.216859260
0,51,24.895598888,0.226128548
0,52,25.291665554,0.192356643
0,53,25.730570793,0.293831824
0,54,26.099884033,0.187506281
0,55,26.521800756,0.242191807
0,56,26.990290165,0.168782666
0,57,27.392788649,0.202041652
0,58,27.789717674,0.189160808
0,59,28.203855276,0.200687854
0,60,28.634497404,0.176815923
0,61,29.077840328,0.171644011
0,62,29.493403196,0.191432861
0,63,29.887901783,0.199157118
0,64,30.416792154,0.181836805
0,65,30.987424374,0.167022072
0,66,31.407754183,0.173484169
0,67,31.771142721,0.195753399
0,68,32.249168396,0.202056472
0,69,32.704627752,0.169596820
0,70,33.151427507,0.205562656
0,71,33.540402651,0.165563548
0,72,33.980605364,0.215275263
0,73,34.402278185,0.219916152
0,74,34.910732508,0.239565039
0,75,35.364469528,0.172132152
0,76,35.774926901,0.283525181
0,77,36.204327345,0.215925194
0,78,36.610506535,0.215982472
0,79,37.067627192,0.202681664
0,80,37.508401155,0.156305574
0,81,37.949600220,0.170533559
0,82,38.397072554,0.149834610
0,83,38.772479534,0.146204398
0,84,39.228155851,0.191609564
0,85,39.720780611,0.177487401
0,86,40.157407284,0.159553467
0,87,40.634938240,0.172269331
0,88,41.115324974,0.161203276
0,89,41.498362064,0.170126497
0,90,42.003478527,0.206858309
0,91,42.402301311,0.197336311
0,92,42.858460188,0.205681294
0,93,43.227100372,0.159745147
0,94,43.611907244,0.163847666
0,95,43.980121136,0.163002867
0,96,44.482353449,0.172821492
0,97,44.911214828,0.163933131
0,98,45.354249477,0.157359841
0,99,45.767236471,0.159621503
0,100,46.157989264,0.228661912
0,101,46.607458115,0.210286924
0,102,47.089549065,0.160520687
0,103,47.578597307,0.292061316
0,104,47.936908722,0.140321694
0,105,48.377803802,0.162697068
0,106,48.774723291,0.124223825
0,107,49.186035872,0.329078967
0,108,49.570296764,0.166773246
0,109,50.035439253,0.178914826
0,110,50.496232033,0.216956184
0,111,50.882112980,0.166542306
0,112,51.280247450,0.160215749
0,113,51.652803898,0.133759862
0,114,52.075532675,0.178996799
0,115,52.584241152,0.153647194
0,116,53.024610758,0.164328169
0,117,53.432347059,0.178642580
0,118,53.857081413,0.181277441
0,119,54.310266495,0.177630533
0,120,54.816347599,0.194030948
0,121,55.233548403,0.167090887
0,122,55.620897532,0.154184491
0,123,56.152433157,0.183830361
0,124,56.580213308,0.180222227
0,125,56.957255840,0.154777407
0,126,57.439917088,0.139400987
0,127,57.837725878,0.177616838
0,128,58.237202644,0.167078834
0,129,58.642432213,0.194316983
0,130,59.023696661,0.121371965
0,131,59.449091673,0.124603081
0,132,59.868574381,0.138562268
0,133,60.314507961,0.141732745
0,134,60.708255291,0.179887738
0,135,61.110968590,0.146750326
0,136,61.504594564,0.109639663
0,137,61.944126368,0.167640942
0,138,62.434636116,0.232598565
0,139,62.844388008,0.154939015
0,140,63.217592001,0.125820692
0,141,63.602206945,0.146037604
0,142,63.995029211,0.139181012
0,143,64.389527321,0.158687586
0,144,64.828676939,0.194195973
0,145,65.269578695,0.129641329
0,146,65.729787111,0.124560274
0,147,66.138492107,0.174190941
0,148,66.546218157,0.220086312
0,149,66.945711851,0.163547100
0,150,67.318277597,0.298289014
0,151,67.744887352,0.137078913
0,152,68.202932358,0.120078071
0,153,68.718874693,0.136781247
0,154,69.321591616,0.132441578
0,155,69.684037924,0.175165359
0,156,70.045413017,0.180918158
0,157,70.453150988,0.254384074
0,158,70.850275278,0.150089253
0,159,71.241643429,0.119013452
0,160,71.691067934,0.150797259
0,161,72.075404167,0.142089363
0,162,72.468035460,0.203801022
0,163,72.964648247,0.187198276
0,164,73.371100903,0.135202187
0,165,73.790799379,0.136421738
0,166,74.171421051,0.114523944
0,167,74.576760292,0.143326311
0,168,75.061655045,0.124107487
0,169,75.478642225,0.119972571
0,170,75.892395258,0.162266809
0,171,76.284743071,0.152582495
0,172,76.826581955,0.575409298
0,173,77.201286554,0.332319895
0,174,77.603820086,0.192059988
0,175,78.040256500,0.116535258
0,176,78.503228903,0.128343469
0,177,78.924678564,0.160821674
0,178,79.400142908,0.171641099
0,179,79.807009935,0.124565128
0,180,80.296426296,0.129603029
0,181,80.707719088,0.122222831
0,182,81.095110655,0.107606192
0,183,81.479438782,0.121143491
0,184,81.964788198,0.146488677
0,185,82.374243975,0.203377777
0,186,82.730175018,0.129053069
0,187,83.150134325,0.216872068
0,188,83.535315037,0.173743560
0,189,83.972726345,0.138480858
0,190,84.350895166,0.113431036
0,191,84.754060268,0.114075389
0,192,85.191426516,0.123501691
0,193,85.632343531,0.142100564
0,194,86.054903030,0.225050685
0,195,86.461552143,0.184183239
0,196,86.855993748,0.146996555
0,197,87.239164352,0.111997579
0,198,87.609288931,0.123447779
0,199,88.031933308,0.155264272
0,200,88.455835104,0.138203710
0,201,88.877920389,0.217314272
0,202,89.261811256,0.167605443
0,203,89.692192793,0.144792674
0,204,90.082376957,0.165896264
0,205,90.524306059,0.285942691
0,206,90.957715034,0.177899356
0,207,91.335820198,0.125983979
0,208,91.692012072,0.132550332
0,209,92.227088690,0.125051749
0,210,92.716289759,0.109111955
0,211,93.207464933,0.130232919
0,212,93.571772814,0.113406638
0,213,93.987925768,0.104911608
