node_id,round,time_s,acc
0,1,11.141963959,57.130000000
0,2,21.857756376,65.940000000
0,3,32.723910570,65.060000000
0,4,43.724613428,68.150000000
0,5,54.787606001,72.280000000
0,6,65.672953367,66.760000000
0,7,76.469533443,65.380000000
0,8,87.059924364,69.210000000
0,9,97.621221304,69.770000000
0,10,108.500111341,69.240000000
0,11,119.273488522,72.180000000
0,12,129.611327648,65.860000000
0,13,140.239580870,71.700000000
0,14,151.397347450,73.970000000
0,15,161.797791719,73.290000000
0,16,172.334052086,74.750000000
0,17,182.924842119,78.250000000
0,18,193.711982965,72.960000000
0,19,204.017357588,70.490000000
0,20,214.979589701,75.060000000
0,21,225.696353674,77.300000000
0,22,236.402258873,71.800000000
0,23,247.258159161,76.550000000
0,24,258.396674633,69.650000000
0,25,269.253547192,67.820000000
0,26,280.032833338,70.310000000
0,27,291.321843863,76.910000000
0,28,303.236027718,75.270000000
0,29,314.077030182,75.560000000
0,30,324.745465755,78.250000000
0,31,335.984971762,74.100000000
0,32,347.347183228,75.390000000
0,33,358.401980639,74.990000000
0,34,371.614428997,78.200000000
0,35,382.580239296,76.980000000
0,36,394.668125391,73.510000000
0,37,405.774014950,79.630000000
0,38,417.310348511,78.200000000
0,39,428.910993576,71.370000000
0,40,439.789311409,77.880000000
0,41,451.396458626,82.240000000
0,42,462.394345045,80.840000000
0,43,473.099405527,80.470000000
0,44,484.843635321,82.420000000
0,45,496.532724619,79.320000000
0,46,507.599103928,80.790000000
0,47,519.061929941,81.270000000
0,48,529.845310450,79.920000000
0,49,541.190027714,80.580000000
0,50,552.455013275,80.990000000
0,51,563.908056498,78.810000000
0,52,574.819376707,80.970000000
0,53,586.426676035,79.710000000
0,54,597.876110792,79.760000000
0,55,608.820857286,76.460000000
0,56,619.828731775,77.470000000
0,57,631.228151083,73.440000000
0,58,642.959753990,80.450000000
0,59,653.774623394,78.140000000
0,60,664.664512634,76.410000000
0,61,675.237487078,80.240000000
0,62,687.258265257,82.330000000
0,63,698.555077553,82.470000000
0,64,709.918662786,82.470000000
0,65,720.718090057,84.930000000
0,66,732.052104712,85.810000000
0,67,743.568463326,83.800000000
0,68,753.990738153,83.650000000
0,69,765.139638424,81.870000000
0,70,776.625010252,83.830000000
0,71,787.302436352,83.190000000
0,72,798.289733410,82.240000000
0,73,809.582724810,84.430000000
0,74,820.278434753,84.540000000
0,75,831.151549339,83.820000000
0,76,842.345074177,83.700000000
0,77,853.398685694,82.210000000
0,78,864.216847658,81.370000000
0,79,875.128772497,81.680000000
0,80,885.659463167,83.970000000
0,81,896.592749834,82.880000000
0,82,908.263190508,83.700000000
0,83,920.406992435,81.320000000
0,84,931.503783226,82.480000000
0,85,941.958977461,82.010000000
0,86,952.941128731,83.080000000
0,87,963.894656897,82.770000000
0,88,975.141042709,81.440000000
0,89,986.239425421,82.120000000
0,90,996.819538355,81.860000000
0,91,1007.748143673,82.620000000
0,92,1018.900573492,81.200000000
0,93,1029.957041740,81.940000000
0,94,1041.519621134,82.180000000
0,95,1052.804647923,81.470000000
0,96,1063.666906834,82.460000000
0,97,1075.233456612,81.930000000
0,98,1085.936983585,80.240000000
0,99,1097.413751125,78.380000000
0,100,1108.023038626,80.150000000
0,101,1118.608776331,83.190000000
0,102,1129.871729612,82.490000000
0,103,1141.652387619,83.140000000
0,104,1152.453876734,81.170000000
0,105,1162.977458715,83.150000000
0,106,1173.699138641,81.910000000
0,107,1184.543001890,80.180000000
0,108,1195.353965282,82.300000000
0,109,1206.231797218,83.030000000
0,110,1217.817740679,83.420000000
0,111,1228.638593912,84.000000000
0,112,1239.637522697,84.470000000
0,113,1250.220857382,83.520000000
0,114,1261.258704901,83.300000000
0,115,1271.953202724,83.860000000
0,116,1282.463266373,81.440000000
0,117,1293.451195240,81.770000000
0,118,1304.771798849,84.260000000
0,119,1316.535080194,84.920000000
0,120,1327.887183189,84.190000000
0,121,1338.970546961,84.870000000
0,122,1349.577729464,84.450000000
0,123,1360.107139587,83.810000000
0,124,1370.886012077,84.680000000
0,125,1381.174136400,84.830000000
0,126,1391.473277807,85.540000000
0,127,1402.810436010,85.280000000
0,128,1413.455252886,85.000000000
0,129,1424.541548252,84.310000000
0,130,1436.785861015,85.210000000
0,131,1447.714602709,83.460000000
0,132,1458.981122971,84.370000000
0,133,1469.336144924,85.070000000
0,134,1479.707777977,84.500000000
0,135,1490.411473274,83.650000000
0,136,1500.695863247,83.800000000
0,137,1510.587724924,84.980000000
0,138,1520.869538784,84.400000000
0,139,1531.834514618,84.070000000
0,140,1542.120475531,83.860000000
0,141,1553.186535597,83.380000000
0,142,1564.130974770,82.500000000
0,143,1574.471210957,82.940000000
0,144,1585.326649427,82.560000000
0,145,1595.675253391,83.330000000
0,146,1605.788676262,80.460000000
