node_id,round,time_s,loss
0,1,12.234610558,1.577430198
0,2,23.340146542,1.376700668
0,3,34.580484390,1.466911318
0,4,46.059598923,1.515310535
0,5,57.407117367,1.415161281
0,6,69.087882996,1.196014869
0,7,80.917233706,1.249475199
0,8,91.990541697,1.243756959
0,9,103.074603081,1.058917058
0,10,114.293413877,1.035856069
0,11,126.141164303,0.922623442
0,12,137.268548489,1.207652134
0,13,150.192711115,0.936048091
0,14,162.338074207,0.906741942
0,15,173.760349751,0.907262902
0,16,184.980391979,1.051326366
0,17,196.043926954,1.081831567
0,18,207.309051037,1.011794666
0,19,218.332266808,0.854616129
0,20,229.544188261,0.962997873
0,21,241.204691410,0.770898927
0,22,252.132912636,0.876238656
0,23,263.534758091,0.789213552
0,24,275.518944263,0.797721987
0,25,286.291021347,0.691631211
0,26,297.594173431,0.725260530
0,27,308.702125072,0.794472286
0,28,320.366708994,0.878257846
0,29,331.698094606,0.719238055
0,30,342.982264996,0.720492294
0,31,354.040498495,0.731843508
0,32,365.031615973,0.614742405
0,33,375.818878889,0.661469125
0,34,387.308989048,0.805358626
0,35,400.490434647,0.824608120
0,36,412.234288692,0.704997512
0,37,423.673520803,0.690854447
0,38,435.341909885,0.540688705
0,39,446.552510500,0.585742884
0,40,457.679062843,0.598398367
0,41,468.908487320,0.650355878
0,42,480.322605848,0.535821635
0,43,491.929781199,0.622005097
0,44,502.765007734,0.564428036
0,45,513.854830027,0.523909519
0,46,525.109699488,0.580773384
0,47,536.774241686,0.561363548
0,48,548.695919991,0.535535966
0,49,560.459685802,0.637764523
0,50,572.076236248,0.533606662
0,51,583.929143906,0.620328362
0,52,595.535378456,0.511364543
0,53,606.580041885,0.551472457
0,54,617.830832243,0.576321828
0,55,628.550715685,0.596101155
0,56,639.585794449,0.541433343
0,57,651.172562599,0.546767772
0,58,662.890211582,0.486344249
0,59,673.923045158,0.454189111
0,60,685.294060946,0.543684435
0,61,696.200991631,0.551445520
0,62,707.368537903,0.555047663
0,63,718.734711170,0.542592437
0,64,730.224061966,0.518732842
0,65,741.338114977,0.514587445
0,66,752.255588055,0.580575347
0,67,763.189811707,0.509436214
0,68,775.073040724,0.582645221
0,69,787.947601318,0.537719008
0,70,798.439990520,0.518825585
0,71,810.351464748,0.521125455
0,72,821.484266996,0.556201643
0,73,832.986767054,0.459266577
0,74,844.099923372,0.553840269
0,75,855.212724447,0.448371202
0,76,866.950438023,0.524634846
0,77,878.087496996,0.573264615
0,78,889.476930380,0.544337270
0,79,900.845677853,0.506817170
0,80,911.816407204,0.464490246
0,81,923.910114765,0.569789030
0,82,935.159172058,0.533120994
0,83,946.801593065,0.605270355
0,84,957.422278643,0.572667856
0,85,968.777360201,0.550765778
0,86,979.810645342,0.514292039
0,87,991.671843529,0.518386326
0,88,1002.253558397,0.547621820
0,89,1012.041244984,0.528700919
0,90,1021.847271919,0.610960240
0,91,1031.353497982,0.695790099
0,92,1041.124255180,0.610868856
0,93,1051.046826601,0.554673520
0,94,1061.001892805,0.583373370
0,95,1071.329754591,0.496438854
0,96,1081.789786577,0.555517421
0,97,1092.592953682,0.480437186
0,98,1103.593755245,0.557375184
0,99,1114.290512800,0.550277114
0,100,1125.249101400,0.511535583
0,101,1135.774783611,0.525659853
0,102,1146.842694521,0.484693026
0,103,1157.800858498,0.523553930
0,104,1168.285757065,0.498346388
0,105,1178.726888657,0.458834787
0,106,1189.647330284,0.448651242
0,107,1200.591648579,0.501793287
0,108,1211.541570663,0.528003639
0,109,1222.084722042,0.478496979
0,110,1233.393613100,0.522974624
0,111,1244.236932039,0.507927282
0,112,1255.012807846,0.598384675
0,113,1265.505910158,0.485362080
0,114,1277.512204647,0.536727901
0,115,1288.836968660,0.533223663
0,116,1299.184300423,0.537023025
0,117,1310.196992159,0.595614605
0,118,1321.498567820,0.526631417
0,119,1332.308523893,0.459262141
0,120,1343.023199320,0.491125160
0,121,1353.629241943,0.499346488
0,122,1364.543112516,0.600805581
0,123,1375.445139885,0.589653620
0,124,1386.002734184,0.617736040
0,125,1396.768750668,0.488774701
0,126,1407.846059561,0.539592045
0,127,1418.588431358,0.497542251
0,128,1429.026033401,0.565050919
0,129,1439.310907364,0.497300818
0,130,1449.628485441,0.486935343
0,131,1460.054957151,0.582800772
0,132,1471.030793190,0.582786761
0,133,1481.687409163,0.608533466
0,134,1492.145697832,0.599852983
0,135,1502.583683014,0.604301963
0,136,1513.000282764,0.510065328
0,137,1523.573259354,0.531916171
0,138,1534.496044636,0.517749917
0,139,1545.041872740,0.559154286
0,140,1556.294716358,0.622303312
0,141,1566.349232674,0.537685783
0,142,1576.844211578,0.607849613
0,143,1587.278666735,0.625364719
0,144,1597.689322948,0.582284230
0,145,1608.476568222,0.523782623
0,146,1619.687414408,0.556301154
0,147,1630.247976065,0.597636352
0,148,1640.833122253,0.646715887
