node_id,round,time_s,acc
0,1,12.234607935,59.090000000
0,2,23.340144396,60.000000000
0,3,34.580482244,56.500000000
0,4,46.059596539,57.990000000
0,5,57.407113552,59.160000000
0,6,69.087881804,59.550000000
0,7,80.917232275,59.410000000
0,8,91.990540266,59.520000000
0,9,103.074600935,63.290000000
0,10,114.293412209,63.720000000
0,11,126.141163111,65.340000000
0,12,137.268546820,63.700000000
0,13,150.192710161,66.230000000
0,14,162.338072538,70.250000000
0,15,173.760348558,68.490000000
0,16,184.980389833,66.890000000
0,17,196.043925524,66.810000000
0,18,207.309049606,67.500000000
0,19,218.332265615,68.630000000
0,20,229.544186354,67.730000000
0,21,241.204690218,73.400000000
0,22,252.132911682,69.190000000
0,23,263.534756899,73.330000000
0,24,275.518942833,70.750000000
0,25,286.291019678,75.310000000
0,26,297.594172001,75.240000000
0,27,308.702123880,72.930000000
0,28,320.366707802,69.950000000
0,29,331.698093176,76.110000000
0,30,342.982263565,76.710000000
0,31,354.040497065,73.680000000
0,32,365.031614542,77.970000000
0,33,375.818877459,78.080000000
0,34,387.308987617,73.840000000
0,35,400.490433455,72.700000000
0,36,412.234287500,76.610000000
0,37,423.673519373,77.110000000
0,38,435.341908455,81.870000000
0,39,446.552508831,80.960000000
0,40,457.679061413,80.180000000
0,41,468.908485651,77.840000000
0,42,480.322604656,81.700000000
0,43,491.929780245,79.890000000
0,44,502.765006304,80.700000000
0,45,513.854829073,83.560000000
0,46,525.109698296,80.690000000
0,47,536.774240017,80.890000000
0,48,548.695918322,82.370000000
0,49,560.459684134,80.520000000
0,50,572.076235294,81.920000000
0,51,583.929142952,80.850000000
0,52,595.535377264,83.390000000
0,53,606.580039263,82.210000000
0,54,617.830830574,82.520000000
0,55,628.550714016,80.510000000
0,56,639.585793018,82.180000000
0,57,651.172560692,82.350000000
0,58,662.890210390,84.500000000
0,59,673.923043966,84.830000000
0,60,685.294059277,83.080000000
0,61,696.200989962,83.210000000
0,62,707.368536711,83.470000000
0,63,718.734709740,82.760000000
0,64,730.224060297,84.100000000
0,65,741.338113546,83.010000000
0,66,752.255587101,81.940000000
0,67,763.189810276,84.590000000
0,68,775.073039532,81.800000000
0,69,787.947599649,83.450000000
0,70,798.439989090,82.810000000
0,71,810.351463795,83.760000000
0,72,821.484265566,81.940000000
0,73,832.986765862,85.090000000
0,74,844.099921703,82.260000000
0,75,855.212723017,85.740000000
0,76,866.950436354,84.080000000
0,77,878.087494135,83.400000000
0,78,889.476929188,83.120000000
0,79,900.845675945,84.730000000
0,80,911.816406012,85.400000000
0,81,923.910113573,81.970000000
0,82,935.159170866,84.200000000
0,83,946.801591873,83.020000000
0,84,957.422276974,83.240000000
0,85,968.777359009,83.240000000
0,86,979.810643673,84.200000000
0,87,991.671842337,84.620000000
0,88,1002.253556967,83.640000000
0,89,1012.041243792,84.640000000
0,90,1021.847270727,82.790000000
0,91,1031.353496313,82.410000000
0,92,1041.124253988,82.480000000
0,93,1051.046823978,82.840000000
0,94,1061.001891375,83.190000000
0,95,1071.329753637,84.820000000
0,96,1081.789785147,84.210000000
0,97,1092.592952013,85.660000000
0,98,1103.593753815,83.250000000
0,99,1114.290510178,84.920000000
0,100,1125.249099493,85.100000000
0,101,1135.774782181,85.430000000
0,102,1146.842693090,86.150000000
0,103,1157.800857067,84.400000000
0,104,1168.285755396,85.400000000
0,105,1178.726887703,86.950000000
0,106,1189.647329092,85.820000000
0,107,1200.591647148,85.720000000
0,108,1211.541569233,84.450000000
0,109,1222.084716320,85.150000000
0,110,1233.393611431,85.040000000
0,111,1244.236930609,85.820000000
0,112,1255.012806416,83.700000000
0,113,1265.505908728,85.510000000
0,114,1277.512202978,85.570000000
0,115,1288.836967468,85.260000000
0,116,1299.184298992,84.980000000
0,117,1310.196990728,84.390000000
0,118,1321.498565912,85.470000000
0,119,1332.308522701,86.870000000
0,120,1343.023197651,85.870000000
0,121,1353.629240751,85.340000000
0,122,1364.543111324,84.220000000
0,123,1375.445138693,84.380000000
0,124,1386.002732515,84.050000000
0,125,1396.768748760,86.510000000
0,126,1407.846058369,85.620000000
0,127,1418.588430166,85.870000000
0,128,1429.026031971,85.120000000
0,129,1439.310901403,87.050000000
0,130,1449.628484011,86.970000000
0,131,1460.054955721,84.850000000
0,132,1471.030791998,84.840000000
0,133,1481.687408209,84.720000000
0,134,1492.145696402,85.010000000
0,135,1502.583681345,84.440000000
0,136,1513.000281572,85.190000000
0,137,1523.573257446,85.440000000
0,138,1534.496042728,86.460000000
0,139,1545.041871071,86.050000000
0,140,1556.294714689,84.230000000
0,141,1566.349231482,85.790000000
0,142,1576.844210386,85.220000000
0,143,1587.278665304,85.160000000
0,144,1597.689321756,85.840000000
0,145,1608.476566553,87.140000000
0,146,1619.687412977,85.570000000
0,147,1630.247974634,85.020000000
0,148,1640.833120584,84.470000000
0,149,1651.263796329,85.070000000
0,150,1662.337719917,85.180000000
0,151,1673.031746864,84.480000000
0,152,1683.245095968,84.630000000
0,153,1693.915908098,85.130000000
0,154,1704.243581772,86.750000000
0,155,1715.093258381,85.860000000
0,156,1726.204397202,85.210000000
0,157,1737.414499998,85.400000000
0,158,1748.257051945,85.720000000
0,159,1759.027939558,84.060000000
0,160,1769.722507000,86.050000000
0,161,1780.161663532,86.220000000
0,162,1790.691113710,84.030000000
0,163,1801.076877117,86.500000000
0,164,1811.324410200,86.120000000
0,165,1821.406657934,84.730000000
