node_id,round,time_s,acc
0,1,10.822681427,56.660000000
0,2,21.535788298,58.470000000
0,3,32.521349669,58.520000000
0,4,43.781854868,56.840000000
0,5,54.565335035,58.750000000
0,6,65.918476105,56.050000000
0,7,76.646780014,60.440000000
0,8,87.347303629,57.780000000
0,9,97.328246832,61.690000000
0,10,107.185518026,59.310000000
0,11,117.063935757,62.030000000
0,12,126.847994804,60.520000000
0,13,136.713262796,61.660000000
0,14,146.474839211,62.750000000
0,15,156.761816263,62.660000000
0,16,167.207672358,63.950000000
0,17,177.472204447,66.300000000
0,18,188.270814896,62.080000000
0,19,198.875231981,69.360000000
0,20,209.785341501,67.540000000
0,21,220.235614538,66.990000000
0,22,231.253523111,69.170000000
0,23,242.124537468,67.360000000
0,24,252.931083202,66.460000000
0,25,263.472723007,66.160000000
0,26,274.529361963,67.680000000
0,27,286.260719061,62.830000000
0,28,296.906840801,69.560000000
0,29,307.347165108,70.630000000
0,30,317.647913456,67.260000000
0,31,328.264083862,66.050000000
0,32,339.297572613,66.580000000
0,33,349.735859156,71.490000000
0,34,361.543416739,72.630000000
0,35,372.845710039,68.790000000
0,36,383.592403412,65.380000000
0,37,394.307239771,64.430000000
0,38,405.356204033,70.310000000
0,39,417.196716309,71.100000000
0,40,428.099259138,67.330000000
0,41,439.211610556,67.010000000
0,42,450.407572269,71.350000000
0,43,461.579959631,68.250000000
0,44,472.749144316,69.060000000
0,45,483.934189081,66.530000000
0,46,494.485518456,66.760000000
0,47,505.275060654,72.130000000
0,48,516.481585264,71.100000000
0,49,527.273201227,73.260000000
0,50,538.052166939,74.180000000
0,51,548.845623970,73.950000000
0,52,559.432033777,69.050000000
0,53,570.133232355,73.300000000
0,54,581.242599249,70.190000000
0,55,592.504155636,71.840000000
0,56,603.638991356,75.470000000
0,57,615.084481955,72.270000000
0,58,625.735055447,71.080000000
0,59,637.022185087,75.380000000
0,60,647.968900919,73.520000000
0,61,659.357811689,74.630000000
0,62,670.801093817,76.030000000
0,63,681.568966389,74.510000000
0,64,692.619941950,78.240000000
0,65,703.577707291,76.540000000
0,66,714.386948347,75.590000000
0,67,725.574624538,77.360000000
0,68,736.399128675,79.640000000
0,69,748.119842291,77.610000000
0,70,759.028850794,76.180000000
0,71,769.835930586,79.570000000
0,72,780.823255539,75.340000000
0,73,791.891406775,77.690000000
0,74,802.827868938,77.140000000
0,75,813.657415152,77.200000000
0,76,824.722501040,81.190000000
0,77,835.648013830,77.970000000
0,78,846.822101593,79.660000000
0,79,857.916799784,82.030000000
0,80,868.578761578,76.930000000
0,81,879.690704823,78.580000000
0,82,890.588019609,81.600000000
0,83,901.264234543,78.100000000
0,84,912.184902668,81.130000000
0,85,923.523010492,79.750000000
0,86,934.099735737,75.460000000
0,87,944.829276085,76.330000000
0,88,955.538076162,76.280000000
0,89,966.271334648,80.420000000
0,90,977.261697292,78.910000000
0,91,988.014736652,77.010000000
0,92,998.765896797,80.900000000
0,93,1009.976892710,82.750000000
0,94,1020.410627842,81.640000000
0,95,1030.959366083,77.130000000
0,96,1041.926870584,74.250000000
0,97,1052.804217815,77.220000000
0,98,1064.005407333,76.910000000
0,99,1074.996595860,81.300000000
0,100,1086.313281775,78.460000000
0,101,1097.388498783,78.040000000
0,102,1108.037742138,76.990000000
0,103,1119.232413769,77.140000000
0,104,1130.525989056,81.790000000
0,105,1141.759798050,74.390000000
0,106,1152.652281046,82.020000000
0,107,1163.196058035,79.340000000
0,108,1173.794488430,78.290000000
0,109,1184.051654816,81.790000000
0,110,1194.589565039,80.390000000
0,111,1205.335772276,80.290000000
0,112,1215.907767773,80.440000000
0,113,1226.589560747,77.750000000
0,114,1237.049397945,81.600000000
0,115,1247.798744917,81.130000000
0,116,1258.382950306,77.370000000
0,117,1269.074079037,81.690000000
0,118,1279.431489229,82.050000000
0,119,1289.780228853,82.560000000
0,120,1300.809664249,77.530000000
0,121,1311.551963568,77.580000000
0,122,1321.858988523,79.190000000
0,123,1332.301832199,79.370000000
0,124,1342.844410896,81.770000000
0,125,1353.042353630,80.870000000
0,126,1363.200345755,80.290000000
0,127,1373.467862844,81.600000000
0,128,1383.987821341,81.980000000
0,129,1394.472269297,80.450000000
